S12_001,S12_001c,S12_001g,S12_002,S12_003,S12_004,S12_005,S12_006,S12_007,S12_008,S12_009,S12_010,S12_011,S12_012,S12_013,S12_014,S12_015,S12_016,S12_017,S12_018,S12_019,S12_020,S12_021,S12_022,S12_023,S12_024,S12_025,S12_026,S12_027,S12_028,S12_029,S12_030,S12_031,S12_032,S12_033,S12_034,S12_035,S12_036,S12_037,S12_038,S12_039,S12_040,S12_041,S12_042,S12_043,S12_044,S12_045,S12_046,S12_047,S12_048,S12_049,S12_050,S12_051,S12_052,S12_053,S12_054,S12_055,S12_056,S12_057,geometry
君ヶ浜,003500,003500,銚子電気鉄道,銚子電気鉄道線,12,4,1,1,,35,1,1,,37,1,1,,41,1,1,,28,1,1,,10,1,1,,11,1,1,,8,1,1,,11,1,1,,11,1,1,,5,1,1,,10,1,1,,11,1,1,,11,"LINESTRING (140.86046 35.71375, 140.86063 35.71439)"
市役所,009830,009828,長崎電気軌道,蛍茶屋支線,21,4,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,改称,0,2,1,,0,"LINESTRING (129.88065 32.74922, 129.88029 32.74884)"
諏訪神社,009821,009821,長崎電気軌道,蛍茶屋支線,21,4,1,1,,4083,1,1,,3546,1,1,,3500,1,1,,3700,1,1,,3400,1,1,,2800,1,1,,2900,1,1,,3400,1,1,,2700,1,1,,1500,1,1,,1600,1,1,,1600,1,1,,1900,"LINESTRING (129.88453 32.75245, 129.88399 32.75258)"
新中川町,009824,009824,長崎電気軌道,蛍茶屋支線,21,4,1,1,,2379,1,1,,2584,1,1,,2700,1,1,,2800,1,1,,2800,1,1,,2700,1,1,,2600,1,1,,2900,1,1,,2800,1,1,,1900,1,1,,1800,1,1,,1800,1,1,,1900,"LINESTRING (129.89082 32.75219, 129.89028 32.75224)"
めがね橋,009831,009831,長崎電気軌道,蛍茶屋支線,21,4,1,1,,1819,1,1,,828,1,1,,900,1,1,,800,1,1,,1100,1,1,,900,1,1,,900,1,1,,900,1,1,,800,1,1,,500,1,1,,600,1,1,,600,1,1,,800,"LINESTRING (129.87854 32.74705, 129.87816 32.74676)"
新大工町,009825,009825,長崎電気軌道,蛍茶屋支線,21,4,1,1,,5349,1,1,,3579,1,1,,3700,1,1,,3000,1,1,,2800,1,1,,2200,1,1,,2200,1,1,,2300,1,1,,3100,1,1,,2100,1,1,,2300,1,1,,2300,1,1,,3100,"LINESTRING (129.88673 32.75221, 129.88615 32.75219)"
浜町アーケード,009833,009833,長崎電気軌道,蛍茶屋支線,21,4,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,1,1,,3500,1,1,,3300,1,1,,2000,1,1,,2200,1,1,,2200,1,1,,2500,"LINESTRING (129.8769 32.74487, 129.87667 32.74445)"
蛍茶屋,009826,009826,長崎電気軌道,蛍茶屋支線,21,4,1,1,,3522,1,1,,3123,1,1,,3100,1,1,,3000,1,1,,2900,1,1,,2400,1,1,,2300,1,1,,2500,1,1,,2600,1,1,,1800,1,1,,1700,1,1,,1700,1,1,,2000,"LINESTRING (129.89388 32.75128, 129.8934 32.75151)"
長崎駅前,009819,009819,長崎電気軌道,桜町支線,21,4,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,2,,0,"LINESTRING (129.87168 32.75282, 129.87196 32.75229)"
市役所,009828,009828,長崎電気軌道,桜町支線,21,4,1,1,,4490,1,1,,3278,1,1,,3300,1,1,,3500,1,1,,2800,1,1,,3200,1,1,,3700,1,1,,3100,1,1,,3000,1,1,,2000,1,1,,2100,1,1,改称、蛍茶屋支線を含む,2100,1,1,改称、蛍茶屋支線を含む,3900,"LINESTRING (129.88044 32.74956, 129.88054 32.74949)"
桜町,009827,009827,長崎電気軌道,桜町支線,21,4,1,1,,1913,1,1,,1782,1,1,,1900,1,1,,1900,1,1,,1100,1,1,,900,1,1,,1200,1,1,,1600,1,1,,1700,1,1,,1300,1,1,,1200,1,1,,1200,1,1,,1100,"LINESTRING (129.87655 32.75065, 129.87601 32.75067)"
住吉,009773,009773,長崎電気軌道,赤迫支線,21,4,1,1,,3261,1,1,,3391,1,1,,3400,1,1,,3500,1,1,,3500,1,1,,3000,1,1,,3000,1,1,,3000,1,1,,3000,1,1,,2000,1,1,,2000,1,1,,2000,1,1,,2300,"LINESTRING (129.86002 32.79178, 129.85974 32.7922)"
赤迫,009769,009769,長崎電気軌道,赤迫支線,21,4,1,1,,4489,1,1,,4196,1,1,,4300,1,1,,4500,1,1,,4600,1,1,,4500,1,1,,4500,1,1,,4500,1,1,,4500,1,1,,3100,1,1,,3000,1,1,,3000,1,1,,3500,"LINESTRING (129.85762 32.79389, 129.85716 32.79408)"
新地中華街,009839,009839,長崎電気軌道,大浦支線,21,4,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,2,,0,"LINESTRING (129.8751 32.74301, 129.87478 32.74266)"
大浦海岸通,009844,009844,長崎電気軌道,大浦支線,21,4,1,1,,1397,1,1,,533,1,1,,600,1,1,,600,1,1,,600,1,1,,600,1,1,,600,1,1,,600,1,1,,500,1,1,,400,1,1,,400,1,1,,400,1,1,,600,"LINESTRING (129.87083 32.73808, 129.87056 32.73768)"
石橋,009846,009846,長崎電気軌道,大浦支線,21,4,1,1,,2982,1,1,,2020,1,1,,2000,1,1,,2000,1,1,,2100,1,1,,2000,1,1,,2000,1,1,,1900,1,1,,1800,1,1,,1200,1,1,,1300,1,1,,1300,1,1,,1600,"LINESTRING (129.87224 32.73466, 129.87255 32.7343)"
大浦天主堂,009845,009845,長崎電気軌道,大浦支線,21,4,1,1,,3122,1,1,,860,1,1,,800,1,1,,900,1,1,,900,1,1,,900,1,1,,900,1,1,,900,1,1,,800,1,1,,600,1,1,,800,1,1,,800,1,1,,1500,"LINESTRING (129.870848 32.736404, 129.87095 32.73628, 129.871103 32.736082)"
メディカルセンター,009843,009843,長崎電気軌道,大浦支線,21,4,1,1,,900,1,1,,559,1,1,,600,1,1,,600,1,1,,700,1,1,,700,1,1,,700,1,1,,700,1,1,,600,1,1,,300,1,1,,400,1,1,,400,1,1,,500,"LINESTRING (129.87262 32.74064, 129.87236 32.74023)"
浦上駅前,009812,009812,長崎電気軌道,本線,21,4,1,1,,3414,1,1,,2903,1,1,,3100,1,1,,3200,1,1,,3100,1,1,,2900,1,1,,2800,1,1,,2900,1,1,,2800,1,1,,1800,1,1,,2000,1,1,,2000,1,1,,2400,"LINESTRING (129.86415 32.76524, 129.86413 32.76571)"
大波止,009832,009832,長崎電気軌道,本線,21,4,1,1,,3717,1,1,,2563,1,1,,2500,1,1,,2500,1,1,,2900,1,1,,3000,1,1,,2600,1,1,,2100,1,1,,1800,1,1,,1100,1,1,,1300,1,1,,1300,1,1,,1700,"LINESTRING (129.87208 32.7457, 129.87204 32.74558)"
崇福寺,009842,009842,長崎電気軌道,本線,21,4,1,1,,1815,1,1,,894,1,1,,900,1,1,,900,1,1,,1100,1,1,,1100,1,1,,1100,1,1,,1100,1,1,,1100,1,1,,800,1,1,,800,1,1,,800,1,1,,900,"LINESTRING (129.88279 32.74099, 129.88238 32.74125)"
五島町,009829,009829,長崎電気軌道,本線,21,4,1,1,,1082,1,1,,981,1,1,,1100,1,1,,1100,1,1,,1300,1,1,,1300,1,1,,1300,1,1,,1300,1,1,,1300,1,1,,900,1,1,,1100,1,1,,1100,1,1,,1300,"LINESTRING (129.87222 32.74934, 129.87222 32.74926, 129.87223 32.7492)"
若葉町,009789,009789,長崎電気軌道,本線,21,4,1,1,,1649,1,1,,1432,1,1,,1400,1,1,,1500,1,1,,1600,1,1,,1600,1,1,,1600,1,1,,1700,1,1,,1600,1,1,,1300,1,1,,1400,1,1,,1400,1,1,,1600,"LINESTRING (129.861674 32.787751, 129.861818 32.787326)"
新地中華街,009840,009839,長崎電気軌道,本線,21,4,1,1,,13430,1,1,,5645,1,1,,6000,1,1,,6200,1,1,,6500,1,1,,6300,1,1,,6200,1,1,,6000,1,1,,5600,1,1,,3900,1,1,,4400,1,1,,4400,1,1,,6500,"LINESTRING (129.8751 32.74301, 129.87478 32.74266)"
原爆資料館,009809,009809,長崎電気軌道,本線,21,4,1,1,,2599,1,1,,1960,1,1,,2100,1,1,,2100,1,1,,2200,1,1,,2100,1,1,,2100,1,1,,2100,1,1,,2000,1,1,,1200,1,1,,1500,1,1,,1500,1,1,,2500,"LINESTRING (129.86348 32.77063, 129.86364 32.77049)"
千歳町,009787,009787,長崎電気軌道,本線,21,4,1,1,,3378,1,1,,3248,1,1,,3500,1,1,,3500,1,1,,3600,1,1,,3400,1,1,,3500,1,1,,3500,1,1,,3400,1,1,,2100,1,1,,2300,1,1,,2300,1,1,,2600,"LINESTRING (129.86126 32.78903, 129.86111 32.78948)"
浦上車庫,009803,009803,長崎電気軌道,本線,21,4,1,1,,2067,1,1,,2299,1,1,,2300,1,1,,2300,1,1,,2300,1,1,,2200,1,1,,2200,1,1,,2300,1,1,,2100,1,1,,1400,1,1,,1400,1,1,,1400,1,1,,1500,"LINESTRING (129.86132 32.7792, 129.86138 32.77946, 129.86144 32.77965, 129.86155 32.77986)"
銭座町,009816,009816,長崎電気軌道,本線,21,4,1,1,,454,1,1,,983,1,1,,900,1,1,,900,1,1,,900,1,1,,900,1,1,,900,1,1,,900,1,1,,900,1,1,,600,1,1,,600,1,1,,600,1,1,,700,"LINESTRING (129.86574 32.76109, 129.86567 32.76156)"
長崎大学,009794,009794,長崎電気軌道,本線,21,4,1,1,,3081,1,1,,3148,1,1,,3400,1,1,,3700,1,1,,3700,1,1,,3600,1,1,,3500,1,1,,3600,1,1,,3600,1,1,,1800,1,1,,2100,1,1,,2100,1,1,,2900,"LINESTRING (129.86245 32.7847, 129.86245 32.78517)"
住吉,009774,009773,長崎電気軌道,本線,21,4,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,2,,0,"LINESTRING (129.86002 32.79178, 129.85974 32.7922)"
平和公園,009808,009808,長崎電気軌道,本線,21,4,1,1,,6232,1,1,,3746,1,1,,3800,1,1,,3700,1,1,,3900,1,1,,3700,1,1,,3600,1,1,,3600,1,1,,3400,1,1,,2200,1,1,,2200,1,1,,2200,1,1,,3100,"LINESTRING (129.86206 32.77416, 129.86196 32.77482)"
岩屋橋,009799,009799,長崎電気軌道,本線,21,4,1,1,,2374,1,1,,2566,1,1,,2700,1,1,,2700,1,1,,2900,1,1,,2700,1,1,,2800,1,1,,2900,1,1,,2900,1,1,,1900,1,1,,1900,1,1,,1900,1,1,,2300,"LINESTRING (129.86238 32.78217, 129.86239 32.78251)"
宝町,009817,009817,長崎電気軌道,本線,21,4,1,1,,2563,1,1,,1970,1,1,,2000,1,1,,2100,1,1,,2000,1,1,,1900,1,1,,1900,1,1,,1900,1,1,,1800,1,1,,1200,1,1,,1200,1,1,,1200,1,1,,1600,"LINESTRING (129.86882 32.75794, 129.86842 32.75827)"
大学病院,009810,009810,長崎電気軌道,本線,21,4,1,1,,3440,1,1,,2517,1,1,,2800,1,1,,2900,1,1,,3000,1,1,,2900,1,1,,3000,1,1,,3000,1,1,,2900,1,1,,1900,1,1,,2100,1,1,,2100,1,1,,2300,"LINESTRING (129.86409 32.7689, 129.86408 32.76936)"
観光通,009838,009838,長崎電気軌道,本線,21,4,1,1,,3674,1,1,,2794,1,1,,2500,1,1,,2700,1,1,,2700,1,1,,2500,1,1,,2500,1,1,,2800,1,1,,2400,1,1,,1500,1,1,,1600,1,1,,1600,1,1,,2100,"LINESTRING (129.87803 32.74331, 129.87754 32.74352)"
西浜町,009836,009835,長崎電気軌道,本線,21,4,1,1,,7260,1,1,,5406,1,1,,5300,1,1,,5200,1,1,,5700,1,1,,5300,1,1,,5200,1,1,,1300,1,1,,1200,1,1,,800,1,1,,900,1,1,,900,1,1,,1300,"LINESTRING (129.87624 32.74385, 129.87584 32.74359)"
昭和町通,009778,009778,長崎電気軌道,本線,21,4,1,1,,950,1,1,,844,1,1,,800,1,1,,800,1,1,,900,1,1,,800,1,1,,900,1,1,,900,1,1,,800,1,1,,500,1,1,,500,1,1,,500,1,1,,600,"LINESTRING (129.86079 32.79032, 129.86062 32.79075)"
大橋,009806,009806,長崎電気軌道,本線,21,4,1,1,,2396,1,1,,1763,1,1,,1700,1,1,,2000,1,1,,1900,1,1,,1800,1,1,,1700,1,1,,1600,1,1,,1600,1,1,,1000,1,1,,1100,1,1,,1100,1,1,,1200,"LINESTRING (129.86157 32.77721, 129.86146 32.77792)"
茂里町,009814,009814,長崎電気軌道,本線,21,4,1,1,,3218,1,1,,3886,1,1,,3600,1,1,,3700,1,1,,3700,1,1,,3500,1,1,,3700,1,1,,4200,1,1,,4000,1,1,,2300,1,1,,2600,1,1,,2600,1,1,,3000,"LINESTRING (129.86456 32.76376, 129.86442 32.7642)"
思案橋,009841,009841,長崎電気軌道,本線,21,4,1,1,,2744,1,1,,1782,1,1,,1600,1,1,,1600,1,1,,1700,1,1,,1500,1,1,,1600,1,1,,1600,1,1,,1400,1,1,,900,1,1,,900,1,1,,900,1,1,,1400,"LINESTRING (129.8806 32.74261, 129.88008 32.74274)"
出島,009834,009834,長崎電気軌道,本線,21,4,1,1,,2499,1,1,,1348,1,1,,1500,1,1,,1600,1,1,,1900,1,1,,1900,1,1,,2000,1,1,,1900,1,1,,1800,1,1,,1100,1,1,,1200,1,1,,1200,1,1,,1700,"LINESTRING (129.87184 32.74368, 129.87181 32.74382, 129.87179 32.74397, 129.87179 32.74414)"
長崎駅前,009820,009819,長崎電気軌道,本線,21,4,1,1,,10788,1,1,,7385,1,1,,7000,1,1,,7100,1,1,,7300,1,1,,6700,1,1,,6800,1,1,,7400,1,1,,7200,1,1,,4900,1,1,,5200,1,1,,5200,1,1,,8700,"LINESTRING (129.87168 32.75282, 129.87196 32.75229)"
八千代町,009818,009818,長崎電気軌道,本線,21,4,1,1,,980,1,1,,631,1,1,,700,1,1,,700,1,1,,700,1,1,,700,1,1,,600,1,1,,700,1,1,,700,1,1,,400,1,1,,400,1,1,,400,1,1,,600,"LINESTRING (129.8705 32.7543, 129.87034 32.75491)"
須坂,002014,002014,長野電鉄,長野線,12,4,1,1,,6463,1,1,,5987,1,1,,5738,1,1,,5916,1,1,,6177,1,1,,6124,1,1,,6185,1,1,,6136,1,1,,5931,1,1,,4978,1,1,,4950,1,1,,5082,1,1,,5220,"LINESTRING (138.30381 36.65632, 138.3046 36.65725)"
善光寺下,002008,002008,長野電鉄,長野線,12,4,1,1,,1102,1,1,,1128,1,1,,1138,1,1,,1217,1,1,,1337,1,1,,1312,1,1,,1340,1,1,,1295,1,1,,1241,1,1,,1044,1,1,,1044,1,1,,1120,1,1,,1089,"LINESTRING (138.19352 36.65782, 138.19381 36.65896)"
柳原,002003,002003,長野電鉄,長野線,12,4,1,1,,1118,1,1,,1156,1,1,,1107,1,1,,1197,1,1,,1275,1,1,,1295,1,1,,1318,1,1,,1286,1,1,,1199,1,1,,898,1,1,,880,1,1,,952,1,1,,992,"LINESTRING (138.2579 36.66332, 138.25867 36.66352)"
長野,002030,002031,長野電鉄,長野線,12,4,1,1,,10160,1,1,,9477,1,1,,9416,1,1,,9985,1,1,,10677,1,1,,10537,1,1,,10720,1,1,,10752,1,1,,10655,1,1,,7156,1,1,,8125,1,1,,9025,1,1,,9480,"LINESTRING (138.18859 36.64411, 138.18918 36.6448)"
本郷,002005,002005,長野電鉄,長野線,12,4,1,1,,2706,1,1,,2562,1,1,,2455,1,1,,2524,1,1,,2702,1,1,,2731,1,1,,2720,1,1,,2525,1,1,,2430,1,1,,1170,1,1,,2053,1,1,,2242,1,1,,2363,"LINESTRING (138.20457 36.66279, 138.20362 36.66243)"
桜沢,001905,001905,長野電鉄,長野線,12,4,1,1,,83,1,1,,88,1,1,,76,1,1,,73,1,1,,82,1,1,,105,1,1,,116,1,1,,120,1,1,,118,1,1,,118,1,1,,97,1,1,,88,1,1,,93,"LINESTRING (138.34933 36.7124, 138.34992 36.71288)"
信濃吉田,001996,001996,長野電鉄,長野線,12,4,1,1,,2666,1,1,,2748,1,1,,2797,1,1,,2876,1,1,,2989,1,1,,3033,1,1,,3053,1,1,,2930,1,1,,2843,1,1,,2410,1,1,,2371,1,1,,2503,1,1,,2631,"LINESTRING (138.22134 36.66754, 138.2205 36.66734)"
村山,002007,002007,長野電鉄,長野線,12,4,1,1,,652,1,1,,711,1,1,,696,1,1,,781,1,1,,797,1,1,,799,1,1,,785,1,1,,749,1,1,,717,1,1,,542,1,1,,522,1,1,,566,1,1,,589,"LINESTRING (138.27991 36.65943, 138.28062 36.65914)"
夜間瀬,001841,001841,長野電鉄,長野線,12,4,1,1,,234,1,1,,194,1,1,,169,1,1,,172,1,1,,163,1,1,,149,1,1,,148,1,1,,149,1,1,,135,1,1,,105,1,1,,107,1,1,,106,1,1,,101,"LINESTRING (138.40338 36.76029, 138.4033 36.75965)"
市役所前,002026,002026,長野電鉄,長野線,12,4,1,1,,1067,1,1,,1209,1,1,,1270,1,1,,1310,1,1,,1388,1,1,,1373,1,1,,1378,1,1,,1361,1,1,,1362,1,1,,1066,1,1,,1046,1,1,,1151,1,1,,1215,"LINESTRING (138.19106 36.64764, 138.19138 36.64854)"
都住,001915,001915,長野電鉄,長野線,12,4,1,1,,213,1,1,,217,1,1,,208,1,1,,229,1,1,,239,1,1,,215,1,1,,220,1,1,,208,1,1,,196,1,1,,179,1,1,,205,1,1,,210,1,1,,214,"LINESTRING (138.32174 36.70389, 138.32258 36.70421)"
日野,002016,002016,長野電鉄,長野線,12,4,1,1,,318,1,1,,318,1,1,,327,1,1,,354,1,1,,375,1,1,,408,1,1,,398,1,1,,407,1,1,,383,1,1,,328,1,1,,336,1,1,,385,1,1,,434,"LINESTRING (138.28837 36.6561, 138.28922 36.65578)"
延徳,001887,001887,長野電鉄,長野線,12,4,1,1,,275,1,1,,274,1,1,,263,1,1,,267,1,1,,307,1,1,,278,1,1,,289,1,1,,284,1,1,,289,1,1,,223,1,1,,218,1,1,,205,1,1,,215,"LINESTRING (138.36232 36.72644, 138.36269 36.72704)"
桐原,001999,001999,長野電鉄,長野線,12,4,1,1,,1614,1,1,,1641,1,1,,1626,1,1,,1657,1,1,,1765,1,1,,1838,1,1,,1941,1,1,,2041,1,1,,2134,1,1,,1738,1,1,,1658,1,1,,1780,1,1,,1941,"LINESTRING (138.2134 36.66574, 138.21273 36.6656)"
信濃竹原,001839,001839,長野電鉄,長野線,12,4,1,1,,91,1,1,,62,1,1,,58,1,1,,51,1,1,,60,1,1,,66,1,1,,62,1,1,,57,1,1,,52,1,1,,60,1,1,,57,1,1,,56,1,1,,51,"LINESTRING (138.394 36.7613, 138.39332 36.76088)"
附属中学前,002004,002004,長野電鉄,長野線,12,4,1,1,,2256,1,1,,2127,1,1,,2030,1,1,,2099,1,1,,2155,1,1,,2149,1,1,,2201,1,1,,2263,1,1,,2251,1,1,,2111,1,1,,2051,1,1,,2102,1,1,,2047,"LINESTRING (138.24744 36.66314, 138.24836 36.66253)"
上条,001856,001856,長野電鉄,長野線,12,4,1,1,,75,1,1,,62,1,1,,47,1,1,,43,1,1,,44,1,1,,47,1,1,,50,1,1,,49,1,1,,49,1,1,,42,1,1,,38,1,1,,33,1,1,,35,"LINESTRING (138.4075 36.74933, 138.4077 36.7499)"
小布施,001933,001933,長野電鉄,長野線,12,4,1,1,,1422,1,1,,1630,1,1,,1601,1,1,,1639,1,1,,1850,1,1,,1779,1,1,,1807,1,1,,1744,1,1,,1658,1,1,,1185,1,1,,1231,1,1,,1512,1,1,,1622,"LINESTRING (138.31233 36.69874, 138.31324 36.69924)"
湯田中,001869,001869,長野電鉄,長野線,12,4,1,1,,1086,1,1,,1108,1,1,,1113,1,1,,1109,1,1,,1255,1,1,,1176,1,1,,1172,1,1,,1225,1,1,,1194,1,1,,688,1,1,,693,1,1,,898,1,1,,1050,"LINESTRING (138.415 36.74134, 138.41479 36.74195)"
北須坂,001979,001979,長野電鉄,長野線,12,4,1,1,,761,1,1,,842,1,1,,810,1,1,,828,1,1,,825,1,1,,838,1,1,,832,1,1,,887,1,1,,874,1,1,,734,1,1,,752,1,1,,788,1,1,,823,"LINESTRING (138.30874 36.67805, 138.30867 36.67873)"
権堂,002020,002020,長野電鉄,長野線,12,4,1,1,,2652,1,1,,2430,1,1,,2340,1,1,,2441,1,1,,2588,1,1,,2573,1,1,,2604,1,1,,2580,1,1,,2518,1,1,,1831,1,1,,1869,1,1,,2059,1,1,,2248,"LINESTRING (138.192 36.65293, 138.19222 36.65356)"
朝陽,001998,001998,長野電鉄,長野線,12,4,1,1,,1919,1,1,,1935,1,1,,1929,1,1,,2044,1,1,,2169,1,1,,2151,1,1,,2197,1,1,,2168,1,1,,2181,1,1,,1728,1,1,,1736,1,1,,1836,1,1,,1885,"LINESTRING (138.24115 36.66626, 138.24025 36.6664)"
信州中野,001865,001865,長野電鉄,長野線,12,4,1,1,,2670,1,1,,3035,1,1,,2887,1,1,,2986,1,1,,3106,1,1,,3150,1,1,,3154,1,1,,3118,1,1,,3008,1,1,,2471,1,1,,2374,1,1,,2473,1,1,,2708,"LINESTRING (138.36511 36.74443, 138.36504 36.74452, 138.36463 36.74499)"
中野松川,001853,001853,長野電鉄,長野線,12,4,1,1,,184,1,1,,168,1,1,,158,1,1,,154,1,1,,162,1,1,,151,1,1,,168,1,1,,176,1,1,,180,1,1,,137,1,1,,145,1,1,,149,1,1,,155,"LINESTRING (138.37473 36.75061, 138.37386 36.75071)"
前平公園,004681,004681,長良川鉄道,越美南線,12,5,1,1,,64,1,1,,49,1,1,,55,1,1,,66,1,1,,99,1,1,,97,1,1,,94,1,1,,113,1,1,,101,1,1,,80,1,1,,94,1,1,,93,1,1,,117,"LINESTRING (137.0021 35.44962, 137.00164 35.44978, 137.0013 35.44989)"
加茂野,004651,004651,長良川鉄道,越美南線,12,5,1,1,,101,1,1,,97,1,1,,85,1,1,,113,1,1,,117,1,1,,112,1,1,,108,1,1,,102,1,1,,90,1,1,,102,1,1,,87,1,1,,83,1,1,,140,"LINESTRING (136.98534 35.46061, 136.98489 35.46117)"
赤池,003825,003825,長良川鉄道,越美南線,12,5,1,1,,24,1,1,,15,1,1,,20,1,1,,25,1,1,,14,1,1,,20,1,1,,26,1,1,,28,1,1,,29,1,1,,14,1,1,,14,1,1,,17,1,1,,25,"LINESTRING (136.96137 35.6721, 136.96096 35.67149)"
美並苅安,003912,003912,長良川鉄道,越美南線,12,5,1,1,,65,1,1,,73,1,1,,68,1,1,,49,1,1,,40,1,1,,53,1,1,,60,1,1,,54,1,1,,55,1,1,,39,1,1,,28,1,1,,31,1,1,,54,"LINESTRING (136.95508 35.66045, 136.95446 35.66117)"
美濃太田,004695,004693,長良川鉄道,越美南線,12,5,1,1,,697,1,1,,762,1,1,,620,1,1,,746,1,1,,855,1,1,,786,1,1,,705,1,1,,816,1,1,,813,1,1,,802,1,1,,722,1,1,,839,1,1,,1040,"LINESTRING (137.0212 35.44543, 137.02043 35.44552, 137.01965 35.4456, 137.01935 35.44563, 137.01864 35.44571, 137.01794 35.44579)"
深戸,003720,003720,長良川鉄道,越美南線,12,5,1,1,,21,1,1,,14,1,1,,25,1,1,,21,1,1,,22,1,1,,31,1,1,,25,1,1,,35,1,1,,29,1,1,,35,1,1,,16,1,1,,29,1,1,,30,"LINESTRING (136.96171 35.68668, 136.96294 35.68628)"
富加,004605,004605,長良川鉄道,越美南線,12,5,1,1,,152,1,1,,192,1,1,,152,1,1,,178,1,1,,179,1,1,,182,1,1,,155,1,1,,173,1,1,,161,1,1,,159,1,1,,151,1,1,,165,1,1,,174,"LINESTRING (136.97011 35.47488, 136.96915 35.4752, 136.9691 35.47521)"
母野,004243,004243,長良川鉄道,越美南線,12,5,1,1,,7,1,1,,6,1,1,,6,1,1,,7,1,1,,6,1,1,,7,1,1,,3,1,1,,8,1,1,,2,1,1,,4,1,1,,0,1,1,,0,1,1,,4,"LINESTRING (136.94152 35.59884, 136.94206 35.59852, 136.94222 35.59842)"
湯の洞温泉口,004311,004311,長良川鉄道,越美南線,12,5,1,1,,62,1,1,,45,1,1,,41,1,1,,58,1,1,,55,1,1,,45,1,1,,52,1,1,,55,1,1,,38,1,1,,40,1,1,,32,1,1,,27,1,1,,26,"LINESTRING (136.93112 35.57095, 136.93148 35.57167)"
上万場,003013,003013,長良川鉄道,越美南線,12,5,1,1,,6,1,1,,4,1,1,,7,1,1,,4,1,1,,3,1,1,,6,1,1,,7,1,1,,9,1,1,,0,1,1,,7,1,1,,3,1,1,,1,1,1,,1,"LINESTRING (136.87636 35.84485, 136.87685 35.84435)"
郡上大和,003057,003057,長良川鉄道,越美南線,12,5,1,1,,37,1,1,,45,1,1,,39,1,1,,28,1,1,,26,1,1,,42,1,1,,40,1,1,,30,1,1,,26,1,1,,19,1,1,,23,1,1,,20,1,1,,18,"LINESTRING (136.8954 35.81463, 136.89455 35.81563)"
美濃市,004402,004402,長良川鉄道,越美南線,12,5,1,1,,205,1,1,,190,1,1,,186,1,1,,211,1,1,,194,1,1,,173,1,1,,191,1,1,,149,1,1,,142,1,1,,105,1,1,,105,1,1,,151,1,1,,173,"LINESTRING (136.91505 35.53918, 136.91622 35.54012)"
北濃,002864,002864,長良川鉄道,越美南線,12,5,1,1,,47,1,1,,38,1,1,,24,1,1,,41,1,1,,24,1,1,,7,1,1,,26,1,1,,14,1,1,,29,1,1,,35,1,1,,26,1,1,,29,1,1,,30,"LINESTRING (136.82979 35.93053, 136.82964 35.92988)"
山田,003122,003122,長良川鉄道,越美南線,12,5,1,1,,5,1,1,,9,1,1,,12,1,1,,7,1,1,,8,1,1,,14,1,1,,13,1,1,,8,1,1,,9,1,1,,9,1,1,,9,1,1,,5,1,1,,6,"LINESTRING (136.91182 35.78817, 136.9115 35.78901)"
白鳥高原,002896,002896,長良川鉄道,越美南線,12,5,1,1,,20,1,1,,23,1,1,,16,1,1,,26,1,1,,9,1,1,,0,1,1,,20,1,1,,24,1,1,,23,1,1,,26,1,1,,27,1,1,,21,1,1,,27,"LINESTRING (136.84269 35.91294, 136.84211 35.91346)"
大島,002973,002973,長良川鉄道,越美南線,12,5,1,1,,12,1,1,,10,1,1,,14,1,1,,27,1,1,,11,1,1,,12,1,1,,12,1,1,,12,1,1,,8,1,1,,19,1,1,,8,1,1,,6,1,1,,6,"LINESTRING (136.85915 35.86817, 136.85895 35.86881)"
相生,003494,003494,長良川鉄道,越美南線,12,5,1,1,,89,1,1,,82,1,1,,63,1,1,,64,1,1,,62,1,1,,58,1,1,,49,1,1,,60,1,1,,67,1,1,,50,1,1,,53,1,1,,49,1,1,,54,"LINESTRING (136.95015 35.71559, 136.95087 35.71458)"
関富岡,004592,004592,長良川鉄道,越美南線,12,5,1,1,,130,1,1,,111,1,1,,76,1,1,,87,1,1,,107,1,1,,99,1,1,,79,1,1,,93,1,1,,104,1,1,,98,1,1,,101,1,1,,97,1,1,,124,"LINESTRING (136.94534 35.4785, 136.94453 35.47857)"
関,004552,004552,長良川鉄道,越美南線,12,5,1,1,,369,1,1,,362,1,1,,242,1,1,,326,1,1,,420,1,1,,379,1,1,,355,1,1,,391,1,1,,313,1,1,,341,1,1,,302,1,1,,320,1,1,,357,"LINESTRING (136.91291 35.48964, 136.91277 35.49029)"
