S12_001,S12_001c,S12_001g,S12_002,S12_003,S12_004,S12_005,S12_006,S12_007,S12_008,S12_009,S12_010,S12_011,S12_012,S12_013,S12_014,S12_015,S12_016,S12_017,S12_018,S12_019,S12_020,S12_021,S12_022,S12_023,S12_024,S12_025,S12_026,S12_027,S12_028,S12_029,S12_030,S12_031,S12_032,S12_033,S12_034,S12_035,S12_036,S12_037,S12_038,S12_039,S12_040,S12_041,S12_042,S12_043,S12_044,S12_045,S12_046,S12_047,S12_048,S12_049,S12_050,S12_051,S12_052,S12_053,S12_054,S12_055,S12_056,S12_057,geometry
久美浜,004231,004231,WILLER　TRAINS,宮津線,12,5,1,1,,218,1,1,,238,1,1,,228,1,1,事業社名変更,202,1,1,,220,1,1,,176,1,1,,94,1,1,,83,1,1,,77,1,1,,54,1,1,,62,1,1,,69,1,1,,69,"LINESTRING (134.89432 35.60212, 134.89475 35.60222, 134.8959 35.60247)"
四所,004689,004689,WILLER　TRAINS,宮津線,12,5,1,1,,52,1,1,,32,1,1,,32,1,1,事業社名変更,38,1,1,,50,1,1,,54,1,1,,20,1,1,,18,1,1,,17,1,1,,9,1,1,,14,1,1,,25,1,1,,27,"LINESTRING (135.28975 35.44658, 135.28983 35.44654, 135.29009 35.44641, 135.29048 35.44619, 135.29097 35.44585, 135.29129 35.44559)"
与謝野,004390,004390,WILLER　TRAINS,宮津線,12,5,1,1,,826,1,1,,630,1,1,,676,1,1,事業社名変更、改称,584,1,1,,620,1,1,,554,1,1,,264,1,1,,252,1,1,,233,1,1,,178,1,1,,202,1,1,,224,1,1,,215,"LINESTRING (135.12721 35.54372, 135.12579 35.54321)"
栗田,004389,004389,WILLER　TRAINS,宮津線,12,5,1,1,,482,1,1,,376,1,1,,306,1,1,事業社名変更,366,1,1,,360,1,1,,446,1,1,,219,1,1,,188,1,1,,174,1,1,,179,1,1,,177,1,1,,173,1,1,,174,"LINESTRING (135.23562 35.54318, 135.23497 35.54418)"
丹後神崎,004507,004507,WILLER　TRAINS,宮津線,12,5,1,1,,58,1,1,,50,1,1,,50,1,1,事業社名変更,38,1,1,,28,1,1,,36,1,1,,10,1,1,,13,1,1,,12,1,1,,18,1,1,,14,1,1,,10,1,1,,7,"LINESTRING (135.29369 35.50695, 135.29366 35.50611)"
峰山,004111,004111,WILLER　TRAINS,宮津線,12,5,1,1,,618,1,1,,626,1,1,,600,1,1,事業社名変更,574,1,1,,634,1,1,,568,1,1,,288,1,1,,266,1,1,,246,1,1,,217,1,1,,245,1,1,,250,1,1,,232,"LINESTRING (135.07225 35.62556, 135.07201 35.62637)"
夕日ヶ浦木津温泉,003974,003974,WILLER　TRAINS,宮津線,12,5,1,1,,300,1,1,,280,1,1,,234,1,1,事業社名変更、改称,254,1,1,,288,1,1,,238,1,1,,124,1,1,,105,1,1,,97,1,1,,74,1,1,,64,1,1,,76,1,1,,68,"LINESTRING (134.97162 35.65031, 134.97271 35.64994, 134.97311 35.6498)"
小天橋,004088,004088,WILLER　TRAINS,宮津線,12,5,1,1,,124,1,1,,110,1,1,,132,1,1,事業社名変更、改称,124,1,1,,148,1,1,,134,1,1,,63,1,1,,67,1,1,,62,1,1,,55,1,1,,62,1,1,,72,1,1,,58,"LINESTRING (134.92815 35.62957, 134.92881 35.63067)"
豊岡,004383,004383,WILLER　TRAINS,宮津線,12,5,1,1,,316,1,1,,334,1,1,,378,1,1,事業社名変更,396,1,1,,440,1,1,,402,1,1,,211,1,1,,186,1,1,,172,1,1,,123,1,1,,140,1,1,,175,1,1,,167,"LINESTRING (134.81376 35.54407, 134.81289 35.5458)"
かぶと山,004208,004208,WILLER　TRAINS,宮津線,12,5,1,1,,196,1,1,,206,1,1,,214,1,1,事業社名変更、改称,186,1,1,,174,1,1,,144,1,1,,69,1,1,,72,1,1,,67,1,1,,49,1,1,,40,1,1,,40,1,1,,32,"LINESTRING (134.91946 35.60675, 134.92039 35.60683)"
網野,003865,003865,WILLER　TRAINS,宮津線,12,5,1,1,,516,1,1,,534,1,1,,542,1,1,事業社名変更,486,1,1,,520,1,1,,434,1,1,,211,1,1,,201,1,1,,186,1,1,,144,1,1,,142,1,1,,157,1,1,,154,"LINESTRING (135.02603 35.66757, 135.02556 35.66731, 135.02519 35.66709)"
丹後由良,004469,004469,WILLER　TRAINS,宮津線,12,5,1,1,,164,1,1,,160,1,1,,112,1,1,事業社名変更,84,1,1,,132,1,1,,138,1,1,,65,1,1,,47,1,1,,43,1,1,,54,1,1,,43,1,1,,43,1,1,,41,"LINESTRING (135.27874 35.51641, 135.27941 35.51587, 135.28029 35.51513)"
岩滝口,004363,004363,WILLER　TRAINS,宮津線,12,5,1,1,,120,1,1,,140,1,1,,90,1,1,事業社名変更,92,1,1,,76,1,1,,124,1,1,,55,1,1,,48,1,1,,44,1,1,,54,1,1,,57,1,1,,52,1,1,,43,"LINESTRING (135.15208 35.55013, 135.15058 35.55056)"
牧,005000,005000,WILLER　TRAINS,宮福線,12,5,1,1,,84,1,1,,70,1,1,,62,1,1,事業社名変更,48,1,1,,44,1,1,,28,1,1,,13,1,1,,15,1,1,,14,1,1,,9,1,1,,13,1,1,,15,1,1,,21,"LINESTRING (135.10182 35.33813, 135.10153 35.3375)"
辛皮,004645,004645,WILLER　TRAINS,宮福線,12,5,1,1,,6,1,1,,6,1,1,,2,1,1,事業社名変更,4,1,1,,6,1,1,,6,1,1,,5,1,1,,5,1,1,,5,1,1,,2,1,1,,2,1,1,,2,1,1,,2,"LINESTRING (135.17341 35.46229, 135.17335 35.46246, 135.17319 35.46296)"
喜多,004492,004492,WILLER　TRAINS,宮福線,12,5,1,1,,10,1,1,,4,1,1,,4,1,1,事業社名変更,2,1,1,,8,1,1,,6,1,1,,3,1,1,,1,1,1,,1,1,1,,1,1,1,,2,1,1,,3,1,1,,8,"LINESTRING (135.18755 35.50894, 135.18799 35.50949)"
大江山口内宮,004728,004728,WILLER　TRAINS,宮福線,12,5,1,1,,8,1,1,,8,1,1,,8,1,1,事業社名変更,14,1,1,,6,1,1,,18,1,1,,8,1,1,,9,1,1,,8,1,1,,3,1,1,,0,1,1,,1,1,1,,3,"LINESTRING (135.15829 35.43185, 135.15852 35.43248)"
公庄,004911,004911,WILLER　TRAINS,宮福線,12,5,1,1,,60,1,1,,52,1,1,,40,1,1,事業社名変更,36,1,1,,26,1,1,,22,1,1,,8,1,1,,1,1,1,,1,1,1,,5,1,1,,6,1,1,,8,1,1,,10,"LINESTRING (135.12961 35.37207, 135.1289 35.37167)"
福知山,005122,005124,WILLER　TRAINS,宮福線,12,5,1,1,,2128,1,1,,2076,1,1,,2170,1,1,事業社名変更,2210,1,1,,2116,1,1,,2066,1,1,,993,1,1,,931,1,1,,861,1,1,,459,1,1,,531,1,1,,640,1,1,,731,"LINESTRING (135.11737 35.29707, 135.11797 35.29692)"
下天津,004948,004948,WILLER　TRAINS,宮福線,12,5,1,1,,14,1,1,,16,1,1,,8,1,1,事業社名変更,6,1,1,,8,1,1,,6,1,1,,1,1,1,,2,1,1,,2,1,1,,2,1,1,,1,1,1,,0,1,1,,1,"LINESTRING (135.11169 35.35963, 135.11155 35.3593, 135.11141 35.35898)"
荒河かしの木台,005054,005054,WILLER　TRAINS,宮福線,12,5,1,1,,72,1,1,,100,1,1,,82,1,1,事業社名変更,72,1,1,,64,1,1,,52,1,1,,28,1,1,,28,1,1,,26,1,1,,20,1,1,,20,1,1,,18,1,1,,23,"LINESTRING (135.10579 35.31969, 135.10576 35.31895)"
二俣,004778,004778,WILLER　TRAINS,宮福線,12,5,1,1,,20,1,1,,18,1,1,,14,1,1,事業社名変更,14,1,1,,4,1,1,,6,1,1,,2,1,1,,1,1,1,,1,1,1,,5,1,1,,4,1,1,,5,1,1,,5,"LINESTRING (135.15442 35.41287, 135.15457 35.41354)"
大江,004865,004865,WILLER　TRAINS,宮福線,12,5,1,1,,228,1,1,,152,1,1,,162,1,1,事業社名変更,188,1,1,,234,1,1,,190,1,1,,73,1,1,,81,1,1,,75,1,1,,65,1,1,,94,1,1,,106,1,1,,96,"LINESTRING (135.14772 35.38907, 135.14729 35.3885)"
宮津,004420,004419,WILLER　TRAINS,宮福線,12,5,2,1,,0,2,1,,0,2,1,,0,2,1,事業社名変更,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,2,1,,0,"LINESTRING (135.2006 35.53486, 135.19935 35.53402)"
大江高校前,004845,004845,WILLER　TRAINS,宮福線,12,5,1,1,,452,1,1,,548,1,1,,434,1,1,事業社名変更,444,1,1,,408,1,1,,406,1,1,,220,1,1,,168,1,1,,155,1,1,,59,1,1,,45,1,1,,42,1,1,,81,"LINESTRING (135.15287 35.3961, 135.15275 35.39578, 135.15259 35.39545)"
宮村,004447,004447,WILLER　TRAINS,宮福線,12,5,1,1,,20,1,1,,16,1,1,,28,1,1,事業社名変更,32,1,1,,30,1,1,,28,1,1,,4,1,1,,7,1,1,,6,1,1,,6,1,1,,6,1,1,,12,1,1,,20,"LINESTRING (135.19213 35.52303, 135.19236 35.52366)"
福知山市民病院口,005097,005097,WILLER　TRAINS,宮福線,12,5,1,1,,80,1,1,,72,1,1,,82,1,1,事業社名変更、改称,68,1,1,,66,1,1,,66,1,1,,40,1,1,,40,1,1,,37,1,1,,14,1,1,,16,1,1,,13,1,1,,11,"LINESTRING (135.10853 35.30692, 135.10874 35.30624)"
城野,008712,008712,北九州高速鉄道,小倉線,23,5,1,1,,1876,1,1,,1882,1,1,,1969,1,1,,1951,1,1,,2106,1,1,,2294,1,1,,2233,1,1,,2204,1,1,,2180,1,1,,1747,1,1,,1938,1,1,,2221,1,1,,2456,"LINESTRING (130.8797 33.85882, 130.87955 33.85808)"
片野,008706,008706,北九州高速鉄道,小倉線,23,5,1,1,,3867,1,1,,3889,1,1,,4099,1,1,,4042,1,1,,4199,1,1,,4094,1,1,,4356,1,1,,4454,1,1,,4490,1,1,,3641,1,1,,3856,1,1,,4182,1,1,,4374,"LINESTRING (130.88012 33.86584, 130.88006 33.86511)"
旦過,008689,008689,北九州高速鉄道,小倉線,23,5,1,1,,3075,1,1,,3164,1,1,,3173,1,1,,3199,1,1,,3366,1,1,,3599,1,1,,3718,1,1,,3719,1,1,,3671,1,1,,2705,1,1,,3103,1,1,,3398,1,1,,3693,"LINESTRING (130.88047 33.88087, 130.87991 33.88037)"
北方,008731,008731,北九州高速鉄道,小倉線,23,5,1,1,,3407,1,1,,3437,1,1,,3469,1,1,,3551,1,1,,3688,1,1,,3934,1,1,,4185,1,1,,4253,1,1,,4148,1,1,,3215,1,1,,3624,1,1,,3870,1,1,,4062,"LINESTRING (130.87814 33.84958, 130.878 33.84859)"
徳力公団前,008781,008781,北九州高速鉄道,小倉線,23,5,1,1,,4154,1,1,,4291,1,1,,4291,1,1,,4246,1,1,,4270,1,1,,4380,1,1,,4502,1,1,,4484,1,1,,4410,1,1,,3365,1,1,,3453,1,1,,3799,1,1,,4050,"LINESTRING (130.86742 33.83007, 130.86776 33.8307)"
徳力嵐山口,008786,008786,北九州高速鉄道,小倉線,23,5,1,1,,2902,1,1,,2863,1,1,,2927,1,1,,2975,1,1,,2951,1,1,,3088,1,1,,3109,1,1,,3143,1,1,,3125,1,1,,2367,1,1,,2566,1,1,,2838,1,1,,2980,"LINESTRING (130.86364 33.82439, 130.86389 33.82501)"
香春口三萩野,008696,008696,北九州高速鉄道,小倉線,23,5,1,1,,4289,1,1,,4355,1,1,,4415,1,1,,4400,1,1,,4601,1,1,,4995,1,1,,5133,1,1,,5336,1,1,,5420,1,1,,4356,1,1,,4916,1,1,,5403,1,1,,5982,"LINESTRING (130.88062 33.87355, 130.88056 33.87282)"
守恒,008771,008771,北九州高速鉄道,小倉線,23,5,1,1,,4101,1,1,,4244,1,1,,4491,1,1,,4402,1,1,,4626,1,1,,4839,1,1,,4865,1,1,,4799,1,1,,4836,1,1,,3742,1,1,,4134,1,1,,4392,1,1,,4654,"LINESTRING (130.87321 33.83687, 130.87302 33.83661, 130.87277 33.83629)"
企救丘,008794,008794,北九州高速鉄道,小倉線,23,5,1,1,,3743,1,1,,3931,1,1,,3947,1,1,,3909,1,1,,3851,1,1,,3974,1,1,,4116,1,1,,4139,1,1,,4006,1,1,,2930,1,1,,3196,1,1,,3483,1,1,,3828,"LINESTRING (130.87725 33.81986, 130.87796 33.81955)"
競馬場前,008752,008752,北九州高速鉄道,小倉線,23,5,1,1,,4758,1,1,,4423,1,1,,4467,1,1,,4315,1,1,,4344,1,1,,4467,1,1,,4589,1,1,,4499,1,1,,4362,1,1,,1507,1,1,,2814,1,1,,3503,1,1,,3736,"LINESTRING (130.87669 33.84318, 130.87653 33.84256)"
小倉,008685,008684,北九州高速鉄道,小倉線,23,5,1,1,,16745,1,1,,16863,1,1,,17367,1,1,,16997,1,1,,17256,1,1,,17161,1,1,,17883,1,1,,18230,1,1,,18118,1,1,,12439,1,1,,14942,1,1,,16746,1,1,,17890,"LINESTRING (130.88213 33.88679, 130.882 33.88629)"
志井,008792,008792,北九州高速鉄道,小倉線,23,5,1,1,,2170,1,1,,2193,1,1,,2264,1,1,,2269,1,1,,2237,1,1,,2334,1,1,,2344,1,1,,2356,1,1,,2335,1,1,,1802,1,1,,2048,1,1,,2180,1,1,,2210,"LINESTRING (130.87174 33.82237, 130.87107 33.82266)"
平和通,008688,008688,北九州高速鉄道,小倉線,23,5,1,1,,6096,1,1,,5999,1,1,,6053,1,1,,6062,1,1,,6237,1,1,,6831,1,1,,6827,1,1,,6792,1,1,,6665,1,1,,4828,1,1,,5218,1,1,,5807,1,1,,6269,"LINESTRING (130.8813 33.88341, 130.88108 33.88247)"
長,006316,006316,北条鉄道,北条線,12,5,1,1,,60,1,1,,60,1,1,,30,1,1,,52,1,1,,48,1,1,,38,1,1,,50,1,1,,35,1,1,,30,1,1,,12,1,1,,36,1,1,,29,1,1,,40,"LINESTRING (134.82593 34.8961, 134.82552 34.89673)"
法華口,006376,006376,北条鉄道,北条線,12,5,1,1,,70,1,1,,100,1,1,,70,1,1,,78,1,1,,47,1,1,,77,1,1,,108,1,1,,78,1,1,,108,1,1,,43,1,1,,75,1,1,,64,1,1,,66,"LINESTRING (134.85665 34.87502, 134.85608 34.87552)"
播磨下里,006345,006345,北条鉄道,北条線,12,5,1,1,,70,1,1,,80,1,1,,80,1,1,,73,1,1,,80,1,1,,79,1,1,,89,1,1,,87,1,1,,92,1,1,,20,1,1,,61,1,1,,52,1,1,,50,"LINESTRING (134.84061 34.88605, 134.83982 34.88651)"
播磨横田,006287,006287,北条鉄道,北条線,12,5,1,1,,50,1,1,,60,1,1,,60,1,1,,65,1,1,,68,1,1,,44,1,1,,52,1,1,,54,1,1,,56,1,1,,14,1,1,,55,1,1,,64,1,1,,69,"LINESTRING (134.82514 34.91011, 134.82553 34.91076)"
網引,006406,006406,北条鉄道,北条線,12,5,1,1,,50,1,1,,30,1,1,,40,1,1,,44,1,1,,64,1,1,,81,1,1,,44,1,1,,55,1,1,,72,1,1,,34,1,1,,64,1,1,,47,1,1,,54,"LINESTRING (134.87848 34.86193, 134.87769 34.86214)"
田原,006399,006399,北条鉄道,北条線,12,5,1,1,,60,1,1,,60,1,1,,40,1,1,,54,1,1,,50,1,1,,50,1,1,,45,1,1,,66,1,1,,46,1,1,,15,1,1,,36,1,1,,47,1,1,,39,"LINESTRING (134.86718 34.86526, 134.8665 34.86571)"
北条町,006238,006238,北条鉄道,北条線,12,5,1,1,,560,1,1,,600,1,1,,570,1,1,,535,1,1,,621,1,1,,699,1,1,,528,1,1,,524,1,1,,537,1,1,,136,1,1,,466,1,1,,425,1,1,,363,"LINESTRING (134.83194 34.92878, 134.83217 34.92914, 134.8324 34.92949)"
谷上,006792,006791,神戸市,北神線,12,3,1,1,神戸電鉄、有馬線を含む,26916,1,1,神戸電鉄、有馬線を含む,26869,1,1,神戸電鉄、有馬線を含む,26827,1,1,神戸電鉄、有馬線を含む,26757,1,1,神戸電鉄、有馬線を含む,26905,1,1,神戸電鉄、有馬線を含む,24734,1,1,神戸電鉄、有馬線を含む,26636,1,1,神戸電鉄、有馬線を含む,26293,1,1,神戸電鉄、有馬線を含む,25964,1,1,事業社名変更、神戸電鉄、有馬線を含む,24700,1,1,神戸電鉄、有馬線を含む,28428,1,1,神戸電鉄・有馬線を含む,28428,1,1,神戸電鉄・有馬線を含む,34846,"LINESTRING (135.17198 34.7618, 135.17063 34.76131)"
新神戸,007055,007054,神戸市,北神線,12,3,2,3,,0,2,3,,0,2,3,,0,2,3,,0,2,3,,0,2,3,,0,2,2,,0,2,2,,0,1,1,,0,2,1,事業社名変更,0,2,1,,0,2,1,,0,2,2,,0,"LINESTRING (135.19571 34.70498, 135.19561 34.70439)"
白井,003135,003135,北総鉄道,北総線,12,5,1,1,,10264,1,1,,10451,1,1,,10474,1,1,,10011,1,1,,9905,1,1,,9938,1,1,,10025,1,1,,9947,1,1,,9790,1,1,,7515,1,1,,7794,1,1,,8904,1,1,,9382,"LINESTRING (140.05288 35.78472, 140.054 35.78475, 140.05435 35.78476, 140.05507 35.78477)"
秋山,003206,003206,北総鉄道,北総線,12,5,1,1,,5726,1,1,,5924,1,1,,6250,1,1,,6344,1,1,,6577,1,1,,6862,1,1,,7247,1,1,,7713,1,1,,7791,1,1,,6325,1,1,,6603,1,1,,7303,1,1,,7997,"LINESTRING (139.93222 35.76554, 139.93164 35.76547, 139.93047 35.76531)"
大町,003170,003170,北総鉄道,北総線,12,5,1,1,,1614,1,1,,1647,1,1,,1661,1,1,,1627,1,1,,1636,1,1,,1662,1,1,,1683,1,1,,1691,1,1,,1704,1,1,,1365,1,1,,1442,1,1,,1598,1,1,,1693,"LINESTRING (139.9743 35.77518, 139.97392 35.77517, 139.97318 35.77514, 139.97279 35.77514, 139.97251 35.77512)"
小室,003129,003129,北総鉄道,北総線,12,5,1,1,,4014,1,1,,3966,1,1,,3833,1,1,,3689,1,1,,3745,1,1,,3809,1,1,,3900,1,1,,3984,1,1,,4033,1,1,,3181,1,1,,3300,1,1,,3675,1,1,,4102,"LINESTRING (140.07517 35.78694, 140.07579 35.78701, 140.07642 35.78707, 140.07687 35.78713)"
印旛日本医大,003126,003125,北総鉄道,北総線,12,5,1,1,京成電鉄、成田空港線を含む,4273,1,1,京成電鉄、成田空港線を含む,4552,1,1,京成電鉄、成田空港線を含む,3922,1,1,京成電鉄、成田空港線を含む,3952,1,1,京成電鉄、成田空港線を含む,4083,1,1,京成電鉄、成田空港線を含む,4161,1,1,京成電鉄、成田空港線を含む,4412,1,1,京成電鉄、成田空港線を含む,4612,1,1,京成電鉄、成田空港線を含む,4813,1,1,京成電鉄、成田空港線を含む,3595,1,1,京成電鉄、成田空港線を含む,3751,1,1,京成電鉄・成田空港線を含む,4346,1,1,京成電鉄・成田空港線を含む,4937,"LINESTRING (140.203038 35.787721, 140.20248 35.78791)"
印西牧の原,003083,003083,北総鉄道,北総線,12,5,1,1,,12036,1,1,,12354,1,1,,12821,1,1,,12691,1,1,,13052,1,1,,13339,1,1,,13713,1,1,,14410,1,1,,15124,1,1,,11825,1,1,,12412,1,1,,14526,1,1,,15974,"LINESTRING (140.16778 35.80348, 140.16774 35.80349, 140.16718 35.80362, 140.1665 35.80377, 140.16647 35.80378)"
東松戸,003188,003187,北総鉄道,北総線,12,5,1,1,京成電鉄、成田空港線を含む,17588,1,1,京成電鉄、成田空港線を含む,18880,1,1,京成電鉄、成田空港線を含む,16909,1,1,京成電鉄、成田空港線を含む,17009,1,1,京成電鉄、成田空港線を含む,17648,1,1,京成電鉄、成田空港線を含む,18118,1,1,京成電鉄、成田空港線を含む,18539,1,1,京成電鉄、成田空港線を含む,19082,1,1,京成電鉄、成田空港線を含む,19274,1,1,京成電鉄、成田空港線を含む,15448,1,1,京成電鉄、成田空港線を含む,16822,1,1,京成電鉄・成田空港線を含む,19213,1,1,京成電鉄・成田空港線を含む,21218,"LINESTRING (139.94376 35.77038, 139.94274 35.76979, 139.94232 35.76955, 139.94228 35.76952)"
千葉ニュータウン中央,003091,003090,北総鉄道,北総線,12,5,1,1,京成電鉄、成田空港線を含む,31911,1,1,京成電鉄、成田空港線を含む,33361,1,1,京成電鉄、成田空港線を含む,25551,1,1,京成電鉄、成田空港線を含む,24221,1,1,京成電鉄、成田空港線を含む,24543,1,1,京成電鉄、成田空港線を含む,24879,1,1,京成電鉄、成田空港線を含む,24587,1,1,京成電鉄、成田空港線を含む,24117,1,1,京成電鉄、成田空港線を含む,23899,1,1,京成電鉄、成田空港線を含む,18674,1,1,京成電鉄、成田空港線を含む,19199,1,1,京成電鉄・成田空港線を含む,21451,1,1,京成電鉄・成田空港線を含む,22586,"LINESTRING (140.11538 35.79994, 140.11589 35.80011, 140.11676 35.80037, 140.11702 35.80046)"
新鎌ヶ谷,003147,003146,北総鉄道,北総線,12,5,1,1,京成電鉄、成田空港線を含む,23938,1,1,京成電鉄、成田空港線を含む,24750,1,1,京成電鉄、成田空港線を含む,21671,1,1,京成電鉄、成田空港線を含む,21178,1,1,京成電鉄、成田空港線を含む,21411,1,1,京成電鉄、成田空港線を含む,21737,1,1,京成電鉄、成田空港線を含む,22184,1,1,京成電鉄、成田空港線を含む,22538,1,1,京成電鉄、成田空港線を含む,22797,1,1,京成電鉄、成田空港線を含む,18852,1,1,京成電鉄、成田空港線を含む,20122,1,1,京成電鉄・成田空港線を含む,23188,1,1,京成電鉄・成田空港線を含む,25547,"LINESTRING (139.99739 35.77933, 139.99932 35.77989)"
松飛台,003169,003169,北総鉄道,北総線,12,5,1,1,,4087,1,1,,4316,1,1,,4409,1,1,,4514,1,1,,4750,1,1,,4864,1,1,,5116,1,1,,5218,1,1,,5185,1,1,,3903,1,1,,4093,1,1,,4614,1,1,,5138,"LINESTRING (139.95844 35.77538, 139.95796 35.77535, 139.9572 35.77531, 139.95668 35.77529)"
西白井,003137,003137,北総鉄道,北総線,12,5,1,1,,12103,1,1,,12214,1,1,,12374,1,1,,12120,1,1,,12362,1,1,,12499,1,1,,12779,1,1,,12833,1,1,,12587,1,1,,9581,1,1,,9851,1,1,,11574,1,1,,12609,"LINESTRING (140.0309 35.78442, 140.03259 35.78446)"
